BTC_ADDRESS,CONTRIBUTION_AMOUNT,BLOCK_HASH,POLKADOT_ADDRESS
1NFv1kNxcDEB12n5dJmQxM2yPDXpwQDteR,106026003,804a72a67940ca8a9ae233e618dded88a37315e010e1fac5790aeb6a06e0ffb0,12Yka6vKY8gqumJUEFiE6863wyo6V2X9ACwfPFHAW3GEftSu
1BUSx6pCBkmA7dA7ypxmozA5rcNovWyZFi,16500000,1065b844691c20d95b3c5b43595e2e7a53db90680433743874d909e18fa18272,14AdjuKXhdq6sNzUD4pqH5m1iNXjLAPns2117DHkonBL6777
1F6gJJeEF6H3Xamny7FzFqKDiGKuEDGKcA,12500000,a74ac32dbb9a8ece781b6201fc87b6668059172cf88817d4171cc82fe94f1f6a,12vD4ck8b6eH99cvweiekGkdfQ22GsRhcCcnaDnFYjV8PM4X
1ALgRCftMpHuyyTj5HJcynPGK179Hy3Xn4,1000000000,a9bb8bf815d90bfc38d9561629b697ac78d88a417dea53d7479162746d5e1b9b,14b2P2B6JHux28LbAVyXTWv4bY85PY3VUoxFnmtBqvvPLLn5
1ALgRCftMpHuyyTj5HJcynPGK179Hy3Xn4,1000000000,b44050915759096449195f6fa5b2169cb323549a2e2d402da2ab8b4a493b105a,14b2P2B6JHux28LbAVyXTWv4bY85PY3VUoxFnmtBqvvPLLn5
1PEQfhkwQfXdcRtZ5LgmjEEGkNMY4bVk6,20000000,7b48a488ae3f683ff765abe207192051c1e13b6cc3144f1d4831c27eec84d49f,15K8PPsaa2EuaNMh5kfGsiBrFm6adoWkPm2nCEGY7NWNuFsh
1BUSx6pCBkmA7dA7ypxmozA5rcNovWyZFi,27000000,f870fc8e327e2feff0d9ee961532363960ec631a4f54d12a00e162a8ec61ca31,14AdjuKXhdq6sNzUD4pqH5m1iNXjLAPns2117DHkonBL6777
1HJybxYftGpcX92nn7yepaoBiNbFrKvXBV,84000000,37abdf7afdc8cf182ed2d66be8b2c260cb763bf95b98084149d7622362b68fe8,1sNDeNNeHTTmg76mNGAJN9hmew9KCS1JruadQr5A1pxWMbu
1E8dePxhpF4rLLq7gxySDjtiHtLUUTtw47,300000000,eabc065cfac7c9fa0aa3cd26d1d7f255d2823926db0acf3b094970291fd80a24,12b98K7UaQsf2qNbcE692qbKEbDN3rVtvjKRkK3ZqoKDtbLL
1DJAriosyBThtvNSAMZxtMrLHCkGrYp7ZM,30000000,a8de20e19a6c9bfbe580743302c7b6b314edd39d7e19da1d724b2cad43ce8896,15PjfYNgrUKiuj8nE4xtoTAHaqHDYRirjyNmSzuvyPmdRa65
1MpSuFUMbB6nHwqm47YViFnHrxUdeQzYzZ,4100000,5c1d31007224ed764b4d42371465bc71a7a176557ab07059392586fdc18d5e46,12RXR3kmHKLQmWjeVjofrs7uGzZpMertnRKCXCxUUassHfuo
1E8dePxhpF4rLLq7gxySDjtiHtLUUTtw47,65389800,84a921634b976df15a84fdbfe832e871cf72804b7748849821c540bc8fc0cc82,12b98K7UaQsf2qNbcE692qbKEbDN3rVtvjKRkK3ZqoKDtbLL
1BgXmL1s9QAJWZ7GLERvqYaJWeDSTt4hxJ,16000000,d277e11263b85eb7659848e62160897229e935ffa9f50cb596f5eb574e9f87a4,15wLhkFeqZJYKzb3rwyyc3DmsEJg7ShuWC2g96jDprbSS7Qi
1KXJvCeLSXKDpcgrigUoPfRMtyiDK4dzMv,14900985647,46546f94f939c1118ee80782fa269adf1581b6ed823c86c8ed9ca9211c667e30,14YTaY4uhuwMfJff2GwefSXh3ffsCmoFhEtRHLHNhpA6yymp
13pximjqpQPEKL4WWqUXZ2j5VUd8wDMXEb,290000000,87edbc952c616bd95044a00809fed12d0635ab6ec9d8b02c093a1de5f8a9d746,17Gd93h79CyGpVxHmJVbimMvRYRupcvQju22Gx33pfPiZQT
15aQnCprS1bLc7rpnMUxbjpBc2WjqFdsum,6000000,d6d60d4e114fa2a780b8e5dfe2b214817c8f8a6acb792c82fe8875201719acb0,148MEm1svQCFnpQoCKMYCGf2viAZ5BmqeJyiU83iRowZwVMH
1BTAXLEe1PHPrtMFCgvFdzqfvdVT3QMeN,90000000,c6bfd73130780035678904d647b8b23c95e819be4051ac2fe187c79bf53a1637,14gYRjn6fn5hu45zEAtXodPDbtaditK8twoWUXFi6DsLwd31
1Kd4sy7i1UMYm3TcUTeac6Y63VisZwhiQZ,450000000,da74a819428459316fc1bc3d9491ed16ed1d09b7d3b84573436a14e3a75cf1e0,14idiFNieZRhJFYUDAwGbvvNw6hN7tbNwuMQgYyLxAGL3XGa
