BTC_ADDRESS,CONTRIBUTION_AMOUNT,BLOCK_HASH,POLKADOT_ADDRESS
1L1Yac3oCBDm4QXgCEVZY7aYjSZAmhYXGY,1570000,b8ccbe08ea8fc3d1782f17f98f18a3e3dea7c8037af060678b4d674ced888879,133eazgGeELCmMaQwnBWuPf5MXvxVN6AW7qEmYH4CDdLJsKr
1A6DhTxM35a9F4DbDh6srfs2esVm9cVmJn,49960000,6b759b553c5a3107f031ac82326f883ba2a3b3e9c344e3bc08abfa5f6729b3f3,16S9PjqUFWjQweYymtUQ6GHjjJ6AXX1AQePWJ8gFzrWWcmy2
1DwwCKe9JsK8UmiZbdUZunMkikR4KbjQbi,489000000,83adfd20ba75edc703689bf0be04aa2053b26bfb126e5ec68abbf6762dbd2ea4,16fWiFwsxaX9X7MjgyHWZXEtKQRSASXX9178i4BAAQP7khMM
1KzqyEiPTLJLgkPfJsicESyegcH6qAfgwb,100000000,e873b05e03b526f0466ca040d885569dd1acce282667b559b1c47fa23d77d050,1nFSXxfE8bh6Ro7H1DAcHFbkE1SL2i3QrkJ9LUwtiG53PKb
1BKp2q5GCq4iB3aQ6oWggYSDeMPSFCVJhe,800000000,bd6aeb475181e299ae4d8a4031f6aa501377bc75d51bc92ffc6abb95161441e4,12bRf8xuhaMTz8iudw9tnjJHdfGcyPMHJaGqxCTtVgrje6p3
16h8GZMuSYoD6h9G7Hd9VbMKzLskPKgizs,19475150,04707c68c00de4bc6165d406be6d4a49e79b12a5e8eb69171e078459bedc8b04,1463KEsnQZc98YQ97jTa7vR1tuypQ2LWmkbRWEE4T2bCjD9q
1EusHoczbZR6fPCEbtjZuB1YzaDYPYhNhq,32400000,db2ed60b7d60edc5357f50e4bf18e51d8321798857941de0b77d5488da9b656c,138XBJyHHavs54vvBs9RoyRbfJyjzcCmRWqedaHQb1rxPaJG
1LdBTW5cs15kqcTYBFNb6pvbJQzcadvLeq,1000000000,12360668ae3b98588bcbe2f1017e7fa38f00e2cd285f7e308a01337de69ef344,14fhezzmNknjAzdHi1CLZqkJbHgbXX6nwqXAwWWN2BEVdJQ2
1ALgRCftMpHuyyTj5HJcynPGK179Hy3Xn4,678400000,aed3887c3bbcb39805cce1c803f5d9815de097f67183d6bf342ae4fa93b8ba4d,14b2P2B6JHux28LbAVyXTWv4bY85PY3VUoxFnmtBqvvPLLn5
12mkWTQzdpExua1KTCXSvJgYbCz2A3R1PP,1000000000,f10f0cf8e78c14d1cdd222f9e29b5c622e18565b7be55601fc068134bedcfd3b,1xEK8ZoKV85YEVhJkL7Qkfn3G2cqjAoW2pMGFgLjc46NJMu
1FshJFtX5AQkwehWyx9PWyRUXwqX7rD2t2,31600000,eab6c0da7289a31f61ee9b7e2a66286d197a81889de6ce35233455193efe68e3,12hD8YbXQJruoh27ncotLJmiEqvjWhwco74JiqxvUoaWzKJj
1QFMnYoU472Btiidk2hxtpw7WkAxsxUEVT,937000000,3e9722b1521724ef92ce40eef27b170aeb2d2fd79c3a0686ee2de3b75b5cf4e7,12rxXEsLXLeASf6VoMuKNKhX3piK6VTEy8HtGqcKuFhu7omU
1NFv1kNxcDEB12n5dJmQxM2yPDXpwQDteR,1243461,2bfaff82253c11eec4b4a7d062a437a1f7bc495f2be4f2245307abadcdb466de,12Yka6vKY8gqumJUEFiE6863wyo6V2X9ACwfPFHAW3GEftSu
1FRe4YQZ68dSbzANXohA4uDcGa9Mb5Ceup,10623900,62f60b15f321c145ca09ceda8cbc0ef2aa640ca10ee610bc466ae7f67dfc2a41,1687Y4UeAvwKVPkzrf72JEUFZR5DnDgVkyqgDetcDWNWzvd7
1Aacefxpcwkqjj2cgcCahgwjUreYspnNLh,2600000,03346aad3f6d2c078bc477d5c4e670e994a8b294fccf9f7b791543db50771f19,13dyFafjQ66ktuWK12S2x8pJcwL6CwyxxvzUB5KK2vkiwRYw
1E9AZb1f3puJ3dGtsaC97r1gvBHqAUvCKz,15706829,8d4cba6fc2e1da8e1fc2abc442c3e50c79b0a60364e1551e020ca15bc53590c2,1QwKJKv6a4Wcte4BHWqSn3M4eMdDuuA3xxB1WYpbAE1JyQH
1Jk7419ehSEky2q4ZMKyMNLtnGr2T5jHqo,60000,32fbc5ee851bfd725c99f8878b96dcc8a049d3ab59605555fa669c57320b345c,128zFSCFEiGQqpTT42TMFe6vjHcsA7D93ZqvQWjnNXJwTmmh
1MpSuFUMbB6nHwqm47YViFnHrxUdeQzYzZ,2000000,3abcf475cffa788f4115cdbe0c32fc188759a230040a0fcca253edd57b71b50d,12RXR3kmHKLQmWjeVjofrs7uGzZpMertnRKCXCxUUassHfuo
137UeYgsUuKccLZLYrh5BDksYBXaHSG3JW,15199991028,3e5dcfe8ebb08372238d7a7b61d62992eb0d36a034d8dc0409b677bfb3bb0290,1NzcbhBpD6cwfBpq9dfwp6iJnCnKZMueiQ62ZkVKguatcMU
1Ffnm11t9Ep4SsBVQN93WtC8rA6AQFgFDF,21015104,e77af59a6fd00c0357ce279edf709d27a3db51e3b69874391077341ec3ed9975,15UmmR3TbzSQxD1wvMHvjAXsasZ5Sv8pQqpNGUe4Wtbhsabk
1DVHQdy7iKJGToBXGVCwSm918L3wMy2rwc,2800000,03334dd15e26ed54b6f4c7759b37cdda61914114ba96f81608830150af417792,1TN3pr9VSMhXi4MNQSqmWD5HGnywzq4ZvSjktf8pE1tWVY8
17d1QVZmPN8HRTJiUdUUWzD2pGx9E5HT1G,9458680,ea63a4649006a0157312b7be394167c867b31902ea5ea3f950e51b741e375929,14jAsSYBt3VntJpRtEdJLmtw7oVwKeYV3EK8vMYgby5tkgYV
17ydTezh7udKzZEbsvhQKp3JQK48mfy1yr,73240000,31f3f4c3f449acf8864bf42b91273d8b7004a664c9f47b6bceed5e7366a7754a,167boQKrt4tr5HqqRWN9ctXwMNpSPAmbrLjcheBqayjpDTCK
1MZ3fmbA1fjjhJv526vdnjGZQFuPcw5YEx,50000000,641fc95b38f4bd3c2248ee1035ddf59d657d2f798d57a51d98390e65941f8303,1NTcK5d4mwLboepMzsVbun5CywUs32uqfKjAymLMtKWNHxw
16ktdLnN39zxbWJtzosSTMD3T2B4H9m36M,100000000,9d53646638cf513d9c124beea30a4e4e8a6faaa6a86368eab390009e99acf44a,14ot8vPpBbQ1HNiT4cuSqsmWL13uVUxGKHpq8FLgM6cnSMEY
1DDx2pkYrk1uVJccSedmWDHnVGZXvGvsw2,890180000,e93206cacde40e70f063c587e11963bcdfd54cf4eba05ca206c3ae7fb56e8e8d,1bpr81yxiCibob7b6XUNQYKtmYWX72eVHxFRqFzrtN2xA2x
13kTTjaFV8w9iNHRKizV4oJP1LUtguDy5j,25000000,b0d9db9b57dfc1de77c5f2f7a6d5e6e095c5c478fe1763aae66a3f4e28cdb1b3,13R62KAMKspPfcY5UVYXFDpBW4iHrJoBjTPJBwDguh5triWr
1KziZkvUVGJ1jZQ5vhvZf87ZauMUrVV574,256000000,6e251e6a5dc058581cea56607235bfae73ebbce65691afcf10e55a3d1d545d34,16D4vDoCEUWVWK4XB9Ay4LAc3Bu8Wb3N4SCAMhd821Ek2b2H
1NpkMw5QChXaH4mJG1eUMXiT8wKY9tWQfc,1600000,5a6f37254af32933b7f47604aefd32ec3a801245ea3a47553d357af926427986,12QWatya526FuHEbX5tBMM9JpFQhcYchNcHR992AagZw2aJt
1BGt5d3mwkWYVUrbzMDPGm5QdPbfaUU4Zz,28650000,fa0ca00d7a1d510831ee29eb2fab85a2d543026516496d27df8e968d13e57433,1hDPAcThVdAQbqtTE4S3Y1JYNRcC8Nbo7qR7u3hsxUAjnSP
1PEQfhkwQfXdcRtZ5LgmjEEGkNMY4bVk6,10000000,d3a8a9d381c6279fa8432f9475e53b5571225109d70fb2359edc6c18dd3e800a,15K8PPsaa2EuaNMh5kfGsiBrFm6adoWkPm2nCEGY7NWNuFsh
1HJybxYftGpcX92nn7yepaoBiNbFrKvXBV,16900000,b46053a1cfa9f3ee0ea6873ecaa05cfe3178b11fa1a110538bacb60ddb72d80d,1sNDeNNeHTTmg76mNGAJN9hmew9KCS1JruadQr5A1pxWMbu
1KwEUVwBMUrt3ykPy5vrBRpiQeoFaFiLYf,1599900,128d522060f7b72700e4bd67b677bb51093543a7ce1b1daa4d62a12fc3d5e717,14BZ3dCQMq4bwTBHTQQfJ7dRvxuXdhbneNqeTbmQ6MgXSTez
16ije9y3KiLgENNAsY9Ft377xT4x3bFF1H,50000000,0e5bcf12a21619b8baacd9f952b1c2a71e4d7360dc1a85f84ccec47d7c2c00e2,12sK3rE1Jd2g9qeH6PjGmxZKR6yxQPZ5M1fw6u12UEyqiq1j
17KyMws9pGQFrW13W6bgVoR1s82cZuhpq2,4109320,530e4a2e54b3bd1f329178ff601a5defa26b527038de12b003d345ab38c1d280,15dCPDeWRhjjrehGg7NmEuwPgm9rH69hDA6iwyp8sNMzdVx6
14kq7mFZpURdT9SMeVc8dkfrYYQb436XvY,9200000,4743b9e155b1f4fc6b4eab92546cd6dc9e545104b7555f12c160be95c73bc141,13Qih8TAz5uc2aPs5ob8HSp6e5FqpH2RA7TX8xJGA8tXBJcL
1F6aNBCjFoXFyrziGmJJ6wA3gbTog1pdQJ,250010000,b7a9d37e5fd4a2d6dd568f6f0b5675637ac91c60982c687b01bbf80ccd75f837,14s5EtwUHbyParWGEg26VuzDtDEzhJeKPmwd2zqVj4GPdpTw
1EXM3UE3Ni4Z6bPW2BAkSF7rza1fcSuDPr,9950000,23c7fb78ae8bce1fc7f3dff5cfecf0676e4d33a4ca4c926607e94657076eb530,16m9LgEEBoE2cx1s9BL7M4acFFSx44NgQpmtqwpkFP6gfSFE
1DceKL86gMrsZobx9TsoanwmgmvpnesQ2w,210000000,548bdc6440bac9fce3dc6ff26fd056fcc1a9ae7a7cd08e6fe29067bda3a094d3,1HGxwRgJFfma2QmfkHC474v3Gw6LHZT9HfxRXxq5fuonStw
14UJSmpdx4A5nUxaktbcu9ESaTqVigQs2V,100000000,4a0c95004608c8dcf7f4c5327e2f82a31189a168bcf1c2ddc52c5ae6b17588b3,14iiq6KeEM1zh2pniLhSCmeTUhhuMseVMdLD8V1R5YxivPnA
12RNjD8JUjxLawXCFa6Y6we7PvwTLVzYLN,100000000,bb72686ca9d766bf6a8a81c34a1fc0b3d5eb57fc9e06813036ceeff0d2b0a4ee,15g5dZhsdXQsJ9KZtTLm1omNPEt57D8MA3gTsSawZubZBPBq
1EQ6d4G4x9GnrXj1H78FsNjtz5E3Bmfd5x,950000,93033ef5def58e6d6dff0bd1c05548b45f3c9a125165ca8c7311a41f09124b6b,139AKWSH2mNNierqPgFH6Kd5YGCCjQDJHZgzPcn6DfZMcPnh
1HKginuQrdXGfDWr9DqEbvnnkc2yQcE2DW,990000000,da764f000bf4f610f5338a411f6216896d5ed12501d30e11489a726a5fbf63f9,16LdAT9R1JGC8C4oqKPrrmYszTWToox3Uq6yidowqEEp9mex
19hJUkWXNGMWJvbeYvN4QCik4t7sCksZS7,131000000,eeded86f0cd2c5675a36e42f515a5964818899093f41c95ecc00a56d72ccbd1f,13EhijtNwGkNSHv9ejjVogzHvBPhdLr8gqYD2v8Pyacbryou
1AvyPmveezujRVza2JfUNdzbo8CiyJ7xQQ,10000000,44a7aa8c150c2aa592131a9169a2147b854fe1f89b8557e2f857be86c331422c,162KUJisQk3H3fNLpNM1J4sJ5m2UawH2WhnPx4ewcQizdVH5
13tdy4L8bK2Zu3Zy1MtFNDVqqduWPGE7L6,86000000,59815f6f63515e3814be6768f68f58fb60eb6fa957c7267e1e1de2239c2b1530,16RtCoFWGd6nBmMmEvNacG8PjcpyYgxC4dPkdeecZGSKcy1s
18aYkLAbuzQoHxivDW8xp5yfdWYoMFDXR,13482333,9a92653ee50b3157a396c2fc639eb9c40fa609a92dedd602c95ecdb3eaa0cbd5,14ipQVMVT36b24me35AMZ1SpMEtGuG5Yfi4bT7eMLbw1SFyB
1BvvJi4ec8trqUxi48Xe8UNmZTcjd2p3dJ,8300000,b01d68ef7362a92993232ee3d76ea671af2b6569502a58072642345fbf54dab0,12C7HuxYFEakAWf4rR2bFoDTyG14v3Fx6eYMLYZpaWBmftiU
1GRRHULhAEfR6rKxyUhuWySpQXuGjvR6GR,50000000,ff0d2f1e923ce857a4775b79174c7bfbbb5237459f018ae7e56cf8b840934582,13akqwkfmrEYr31umkjBQ9XtAisHNnwABtVy1tL6guMG6PMZ
16nQDoNrTWunkmoDhCXnQLs1tuBvzghmKt,9890000,b4aa448709b7c9c0155852875518ad7cdb14bf4e10010ff0c80d60150026afaa,13WFBuQcYbbEsSDAbBgAkSAzsa8UQXCcKQuU4PWJLanyb82N
13ehh1tLDTkkE9eY2py3ysVAJfNw75e8TA,400000000,be24affdf461bebdfce1fa27569b3da7307d5eda4b1f2b2928ecedc12161ea6e,15DHgytFgoGDVoEj4o3vDpDjfYLaNWxBgpwvGpmB3CSka1sz
18Gq23DdsiJcsPWUaLscpHuPmssuqqmYs2,2645542,048acc0a83ce02ad1f897e38717ef0b0660c95a03714243815f23c141c7c9be0,14KhgPA6MU8PfGna3fykXk2QQAAgi8HzZwEJ5iSbub7LUvjP
1PcrZUg4K2qJyAh2UhE3Bqg83376MdXND,4000000,35ef93c1cf440d1d45d7072bc065cc6c39305fcfbed8a294ea70faa47dc047bf,1KNWpoabZsGzEKXRevTJTYkqBM4WdwHKpisbVPGCCVouC7x
12FFmDPDGQZyaePUdnSVD5gEdBjaDrE85Y,17451404,10bd1575844691c008111e4da4b3f866e5d0c9005aea128536fc7f2f7efdd011,126W7wtVAPZ7gJFCjzohz4QtbFqwxPaXtk7J5bqV3rxxxtBj
1C61xVHhpbpkr4ZNdPKvS8J9L38hKCXWZ6,13100000,fcfca751e2e83375f988a41a47044afc2464fe01ee58ac74382a94dbdbbb67d6,14H51eJBEz5KEdFja7nXwo2hwvp6gaiZ8SQRArJoBKycuhR4
1MmMeNnUyqugTvCatqwTdKKCUhdo5H8Vr9,16200000,27d0b6e037426daffbf544b99c0ce85400825f46742fee969542cf7bfac5dd1f,12gn61DGp6RkcXjjjDzzhDkDxZfFRa6ACAgmqsw4yKzkmdXr
1F1YyZdHccTFkK3FWFg4yG481fEtkuzGJP,108999164,f1513986597f3e03212f2171fe9456eeebf2d648ef21a01e0842db75c42e701c,12QZACw8WAuXKZqkTThWi1BmepjgwoCMC51AGh9gVmocUyJT
1G9XNCL4F6ApfRAZoQemkYs4RBh9HsVT51,22000000,0b009edfa2d232c1b97e43271b78b8d184805835d41135b6f84ee9f2e5721ba7,121Wc3NTE7tsX7Eg3DK3A3L2B5AVsq15rJyfJBVZbytc4xKG
1LSpR7K6NbMToqLRtt9HALsedMr8xS74dg,4650000,665c461da1fcd2a50438198b64e396c901b1bddf87c83d0a48d681fbae953efd,1EWzEuKZMPLgsND4vvM1Qf11GUuAPNPgtb9QoT6aeskwyr1
1GczHYSoG4hyeGWJ9v8aNuq8ukawtzYKP4,253010000,1c2cd11897b2a65d842a985075c85d1ee46c7c345b22ebaed3fad7abfe3a4d8d,14yrSh4sDg9m1xMkLbSVwfYG1k8PeYsSu1X65HRw1BKAYdth
14ssUBBZonUZH7NztgbkVUwQNKZD9D8a5L,32710000,9656249e3df273bb53b8802e7c0e2d32da6aff1a9c6a4a8843baddaf20d7d864,1pDW58uCcdqMpgVwxGowkjdjUNAqTFeEHt3w7V6tHnJzR52
1PHLDaF6WkH4LgpYmnNENiPi11mrpxQp6h,10485966,b9cd5e0089424aa31fd634757bb8168ef1c5bccea05da3cae4214debb865f85c,1NwCDhXaavKv9mX2PSFoq5B9ceY74L1FArTdB4ePUGoXQ3e
17V8bad9tNtszTLioEDx66wFGiAUTGRQXG,1600000,f47045204fcbf46bf4a3d260e24e1ef526040f11764b4f717f63034bbb924256,13wwKhmaGNdhF3bZyob1pwKwgQwAF4yLVaY3GpVcXjZhYS3C
1A35jMJpWxdMxXhd5rhqEcp7b7hak2inWx,10287637,66acc3b55d3214e05316fad4acfa16f663e7b559e8a48b54d961584363d8c100,15ff9cAYQhXxvAR83pmYdqF1MsGPmjdX4THsfcZ8z8w2Mygt
1N8NpgM93UTCoDvmyXoJxBuzdEeDjdcC8f,2615680,ab9fc5fed8d3d1c89d3d4a63cae78cb348887de43c700f30f6370decbe9296dd,13ryGPTbxcZ2GGdEsVjdas4fUrGhAXiuaoKY22jgJCxRPYMn
1QLvcsP6WTF9i2Fm74barNuFbWE92MNbi,6800000,9340a5f284c78f4a9332d324d09b1642c3847c87fac2a5dc5130bc76951c3684,13ft4s8hbovNATJWG99ai9nfwvjQcdm7n9dRgiL3Cx9PxAPV
15gktu1wJ9a9og6GH6whfJmSFR9qxLYNNt,6600000,2a80c3b19bd7c1424b8294d2f8e4b831bab534d54efd7fd33653af7a472747ee,16JyV9y1phkkHBFs5PXLQK4atWNDkreoabMbXN4aHpeZzw3S
19qNapcuYZoovzaBjLQimnAX2emRokxcjT,19188405,c26ca309364905802b95bd4de6a60b7c35b4075efb5be27609bbc5fad887205f,14VEnA31eo5kWmYg1GcYzA87CyoaKcb91BF1qtwwSm46CHWZ
18mZK9zQq12YLi1BCL9nQDYk1sqtNs5KdX,8327215,0915e505d942badcbb29b0cef22f767806b41f53554bafe4a98b8be1934844bb,15vsaASfgwiExqyra8a6DrV3rcDGn68h3zfMC3k88yCnSjma
1CXPjxp4Bg5T3g2beyi9S2U5NLb3X8rTfH,100000000,3161955d7291692d46e7798b189a5257da9749fd6fc8ad88c19bba3481ac62dd,145vVAZ2odHR8kGVoB4Xs2x7SVCRoE6TgbeQs5jsVvdvCtuL
1Fp7cGXJg57hJUEiqhRCiQNevujKovWXUw,20000000,05f75e92d222b022255692aa0a23688fbf9eff33165c7a1fa3e3c65809cb55c0,12HbTJaZwkTS1kpYgx9SEAFXToGrW7y6XLb2SfPGtjToYkDu
1PoziGxCXJdCxsBxqkbxh5GFckNfTqNLey,100000000,90aa5cc609786fde4e6d699ad5beb31e872f389600dc67b91918a0008b896708,133yBpqAYQ4eB1oLskRWtPZa7hdN2uSHPqJHDappyUw37cNv
1BgXmL1s9QAJWZ7GLERvqYaJWeDSTt4hxJ,6000000,97ff9e11722d4876451e052cefca369a54ab829026da701dd6d8d663c3067c7e,15wLhkFeqZJYKzb3rwyyc3DmsEJg7ShuWC2g96jDprbSS7Qi
1NLDjQqk3W5B3zy6jza8EEDmoMYB6meigM,14950000,272e8519c0cbe11d69900d9695475290777244bb101a638859c92c7c10bcd412,1pws38YygLECeuQMeKbQit7H3j4KYhJ4F974SsjgmeuMbaA
13Di2H4bf6iaYvtvYCFBorvsrG4XiSL2wt,3078244,a21e4afeeb2a146ebb6f7452768115b71568d5bc60b48a373e06b563e0bf15e9,13463Y8uYCMENj7YjBtSB7nnMSBhjpyfHnUJAVd2586F32JY
1H3G1aLX9Z2Mi17Bt51kdpHLG2KkUeTc3f,100000000,d37f376fb9cb3888cefa6bc8756c6709da4cc83d482f3f4195d29b619815a448,13QUMG5USthD4sy7zowCrvv8rrN7ifEib7XfyLcTiecpWPzb
1FZ2Dbz4PqBMXhLUdC5t5Lygrhzg316Wfg,8000000,8d04f3ae70d2b2983ff1eebadafb19245f12dda46100d3c78bad0a7b0154d6e9,148GK4cKPiaBaorrhsiYqNnQABkEkH9M89x7aXYBgQgvyWdJ
12q4MEbGDaxdYnM5qzGEFaKd2bRNyZ9na1,35000000,6d3e34aca196ee320b88de0b1ec6d73fb221f471e5f2fcf3636a13151fe995ad,14e4aLjVMp7xLEMPiKTDS1MNzNzLMLzpVedNXbvuTxLVu2sF
1CU4jiTDWkLBKTGuRMhd3vPCJYhvWvZbA2,4091467,7c1f4e5b94012e7cd5c7dc4968a5907e2081a2363adfbdb09e1b86a44093388e,19CXKs3N1N7dX6YkJQE1UiLrbQpYsURiCPtqike53hgqHgD
1KU6qAKiqjMrVpMcEsppcLZ6HhswWfbPv3,21000000,ab488049484a9bd6b579c309cf4d93fc583ec46aef74dc4ce8d4e60bd562ca17,133Ted52y3kvs6pjjLJeqQC2qYr8A2tFtFyad7VKYppT7W9g
1CvYDriLEVieb976JErccefvFZdM1hXo9k,1569356,d9064f1f84165a184c3eb667259a499dea574aa5b6bb3465db3802e236a0aec6,14dftZ3S9i8qzhS8fdxDAqSGHtcgnhmsQCZLYSUc1vQYNNHj
1JR4zpJZKtnAoZeoiNg8VSDnYMU5nA6KGc,13198648,0161d112270459ffced1bd7387acd9b25c823796f77ae4082f1b036cb9ed6a3f,16dE2jVvwAxxrdeCvWU4X9aorTTVsGkjuqwS8fWLTxo8fZRQ
147soFomHJb5VgxmGVto3PQSoBzwgSMj9c,13500000,1a8975e7b94cfeb94fdfdc71e1b4e7d68d59d36219186c73347e6d5784ddea76,14XqfhCpksMVHwY8xYCsYTCJK6f8AtFdAcWA1hRwentyhjKy
16MzdcEPcaE2CZaW2mypfE8ZufqFqiKRRP,500000000,2f46bcb2a312768a1c9af425a3de4b6399985d95177deb1dcb21aa7144da00ff,13j5guHhHi3LyX3SsPBFyCtNASpxoBXHmoj1tpmChjWkL8Ui
17LUcy8uVunPPJntRefa3NEkSSuwg8qZf,15007909,4a16c70d382ea49d5f04ba252b2673c1719abe49844055efe2f710aebb26290f,13Trr1zHmunQ9Trgx2JCVgsd7oecKeZ8Re2akUef41bNRFwg
1329rpvn9LbQ7opAi6r3EspQqKbSRSMgd1,5350000,bda268c129232d29e2afb37c6f88f593bbce47e8e52f857a9e321f8fa9004bb5,14Qa5GkDujYJUBRYbJUnsRJqtFceqbCaYNfdEutevfpcL75x
12MER6V7Xy8b6H6j7pXD9YgBBNdAa9mXY1,5950000,310b36d076873226571a6f9a4a8c3b1dc8d9ca4d1a1f6feb0c8266f0dbc822a3,12hGxDUAnRAF2yiz3EUWKEA14Zn5VQqzFojAxr9P6bU6HYZo
1BvBXzyJieHoZNA9AMasZkaByMLDimbVrD,1011000000,4521db46cd841ca9bba6e7eef6dc968fbf8fbdc37d389d05fd16a14725513590,1X7p2K9fvKif64Yhn8ho5YiApkADV686n5LTXs64y6cchig
13EXGxFggnXdCQnMtnknsxqtEPB3C9SXgW,64289271,660fe3d27e02536af683676b105499cfdba92ad4bf90a69224d1818408d2555a,13T9NKTS7yRm1cMvYcWzf9dfqHhLGfxCvGQThDMUtUXCSgAp
1NuT97vvET8cTBSXPtpoTtA9kqh56Q3hRw,260000000,80ccf198533b2503ae050fabf882f646b80b3f6cfa7a4b14fbc21df7769b4f19,15UvbjTjV9vtoBZUUNi4pweh56ZE4aNTmTmgdtj1WrRPzHxR
14mHgziYGygerzHHQyP6utiVtWgArmnysW,21000000,a1f100077ea51ce519831e48906bc65492979239fa968579270b50337754d1e9,14BedZbvsZcxKkwfkgHcaHEw4we5xPsw9shCqrcyuToFo5Tw
1Ciq33FNfyhG3jsrM1pox4bZoA17bpjBvs,5246431,750c94e3e9d374c3b2ba0ee16c201979b93f809cd6c71fab2e164d2c558e25b0,16V4gHqjV7VxXKhjy3Jtr8GMPvvLspndzUhv6gg1dcvyPjME
171mgFyL6rTLnsfZh1xF52MZ3aHxc1tefA,3160554,82e3c7d923deb22c4ad16bf87213e696ded1a72c6d02163664642f08523c883c,14oUkrAXTfDpYtwuhAt1twZXCQ5VFfqE3dyXXY8WTFyexnez
1A64F7MtYfNurvGexP4sxkFjZ2pQtYF2Lw,1000000000,a5d9dd85a17d5b832b50d9eeb2bba72725d522a1504a389eef3c1499871adf09,126Z94FdQw9CFAF6ufUhZCaZXdBVmJzbdTToirSbxJcJTUDD
1BquztgdGLtKcMLPtETqKbvMbDnhjCxnyn,75000000,0c03c5101526b535864a03bea2287086c05ad7c8c801f67d222e27fb2d38d138,15iEZr9LU7kvundanuJewThDL4VBazGAuSPM1fZGmxaLa7Ya
13Mb5iNo74HAqH5DHzAYHySBCpM9MVHsVe,1000000000,9d6f7ebec0ba6feb2f190660d42da887661c238f6e1faf66ba395992b4af4043,16cDZT98UA9SQUkWbYwB7dR8yHTKj4xvo8ihwTQkbwPjDvih
18EwnE8hNEssx1vfei8PN8PUc7QMgVMMKP,5000000,ac2703219b34568e655b43ee904ad144aac32b036ffcd4aa7899ddcdccd994c6,14mqAbMryLnSJZEbfR7bvKcnG9PowVZ4bHMrC44GD2Vb8RaX
1KAei1k7UpsxJgUUzfNmvfNeGxKkN9Lxnh,2650000,e0458ddc37a7ef52bfb8dadb445f8d31b816680888c6954ef7e2205ad4661808,138d8vzC6v7x78zTvDKsSaeoBJsrqpdnRzjzNXFUfdVg4gQR
13AeBjnQk4AEsVit4dUtGBrJDm6rbA1d6p,50000000,d1b29ad6a710f9fa54e7da3f8436ee6fbde26bf062e15f698fcccc8f643429bb,14Vs7qXsxuqp8QGod4gdzw6cogyJ5SNqvERE7zgxobXqNLJv
1CgtrBoX3uUFD2ioJNZqe2XxEJQFqsSmAz,20000000,9a8ae9a96734348d771447ef307fe986b544d253dc628ee20365022c1ad06dae,12x9KC8JfV4Gy5BqdQJw2Sy19NCs418gEcwCLY3BUXjPugN9
1Kd4sy7i1UMYm3TcUTeac6Y63VisZwhiQZ,540000000,b97999183e26a9bf331dea49b8a71892e8fdbb49e1e341be1cd3a39b1e2250d5,14idiFNieZRhJFYUDAwGbvvNw6hN7tbNwuMQgYyLxAGL3XGa
1B4Mn7kTYNqSwax4p5cmLccmfgStMfBaoH,4600000,a19588d5c48d15de9da974b2abe02be007703ce7fac28e25352816ebcb1ea0e5,14BLAvk253QwofRZYo4PfHXuvXvgjydY6Nici1hKLn9p35B9
1EwEM2cmS2nPNr2qp9pW6uedZxZgzqfxtj,1600000,c16e900401fa601c14027c7d4e9a31ee2bbccdea8fad68513f426b78f02d599f,15SQraJiMF19zQwu2T7cm971GzucFngxwPc5h7MtwP2ERHh2
1A8ZCZe2J3LVhtPQT7e9Z3tHEShAT1FMZk,15300000,c4d4cb63fb4a0b6712ea7d6dd19da066078f7226e853324b2302a678281930ac,15ybUdL1tkHZ42zqsQEoQGNbgtL6UU6qQ95h9mW9fsj7Vw8s
1NdFf88tJhmSdeuySURak6WZiQssB2ehWJ,98750000,92b26a9455c9c41693edd8200d46482c7aec6d28660730119f23f01f3ccd14ce,14KjQEYSEuRKSpaWMWC1m2GV4iScTiF2BSzhmuBSTxLt4hKN
16UtUTHjxkWJGF7zZCg4iTEwB4tnRAii5v,32337106,38d1aad459b9997584bdcea9fa66ed2a8353f60d8391b2b2e96a332488757794,16DMSqazSqcMTV64w8SYRaMKd66DL9FrfjE2njZ8d2D9Y1KZ
1CrT1SBdAw1M8VV6cbXdCKtdatB9yRfjhP,61033100,8a8b92e901aa2da5e7846a999463be2f0f51629b33c369d9b6a197569f8cc393,15Xs6171XxxuivCGUtkUzjgY4w92Sbgwo2D38aCmKm3as6ju
1HF8NL9AeHa2Z6VLAxndwcfvGtXzuXJyy1,1590000,02413786bc0356fc13e0d136f3b7f77be191cdff255f4f0f0f458fc6fcfa181e,1WVLmLQqCDxynyK4sZagYKpz7TukFaPVzuxqP8RhjgHxzmz
13juiivhZpEhfaPz1LhhxPhERGhD8PJT1u,67060000,8491a55a7d483213e839821add6de745bd8649be6b9ca28f29bfed651edfb2ea,1ssUuYcmkFVAmfW374KD2SoYSYJ3dzRnuVo2gtYqKm7yZgg
19ct8SGKFqcrt3j7fvGCP5u6jXgEz1bDQi,6896164,a9f44107a5444fa8e24001b16988af7f12683f0104625c167a04858fb7ac57e2,12pKrm6FgSQpLUrV8CEGbcnF8ArEjUYWEqKyEatFhJr2kyRe
14q5bG6Ps978zpW98akDG3mgr63ZUYcJwJ,20000000,ecea2a7d2f99ccf1d6b23b7308606d237a2af2c40edfc48b36c53f6e24ad83df,14zAxofDrujJffxUa3Wnx3RhTP3ELzELB9KbpDqoYNpgcJrX
